"","ID","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker","Creditability","Sex","Marital.Status"
"114",264,"0 <= ... < 200 EU",15,"Existing Paid","Repairs",1514,"100 <= ... < 500 EU","1 <= ... < 4 Years","> 35%","Guarantor","1 - 4 Years","Real Estate",22,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"115",265,"< 0 EU",18,"All Paid","Furniture/Equipment",1553,"< 100 EU","1 <= ... < 4 Years","> 35%","None","4 - 7 Years","Car or Other",44,"Bank","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"116",266,"0 <= ... < 200 EU",18,"Critical Account","Radio/Television",1245,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",33,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"117",267,"No Account",24,"Existing Paid","Furniture/Equipment",3062,"500 <= ... < 1000 EU",">= 7 Years","> 35%","None","4 - 7 Years","Unknown",32,"None","Rent","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"118",268,"0 <= ... < 200 EU",24,"Delay Paid","Car(New)",1965,"Unknown","1 <= ... < 4 Years","> 35%","None","> 7 Years","Car or Other",42,"None","Rent","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"119",269,"No Account",18,"Existing Paid","Radio/Television",433,"< 100 EU","Unemployed","25% - 35%","Co-Applicant","> 7 Years","Real Estate",22,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"120",270,"0 <= ... < 200 EU",12,"Critical Account","Radio/Television",3573,"< 100 EU","1 <= ... < 4 Years","< 20%","None","< 1 Year","Real Estate",23,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"121",271,"< 0 EU",12,"Existing Paid","Furniture/Equipment",1657,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",27,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"122",272,"No Account",18,"Critical Account","Radio/Television",2238,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","< 1 Year","Car or Other",25,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"123",273,"0 <= ... < 200 EU",12,"Existing Paid","Car(New)",888,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",41,"Bank","Own","1","Unskilled Resident",">= 3","None","Yes","Bad","Male","Single"
"124",274,"0 <= ... < 200 EU",24,"Critical Account","Car(New)",3878,"100 <= ... < 500 EU","< 1 Year","> 35%","None","1 - 4 Years","Car or Other",37,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"125",275,">= 200 EU",24,"Existing Paid","Furniture/Equipment",2892,"< 100 EU",">= 7 Years","25% - 35%","None","> 7 Years","Unknown",51,"None","For Free","1","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"126",276,"0 <= ... < 200 EU",48,"None Taken","Business",14421,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",25,"Stores","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"127",277,"No Account",10,"Existing Paid","Education",727,"500 <= ... < 1000 EU",">= 7 Years","> 35%","None","> 7 Years","Unknown",46,"None","For Free","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"128",278,"No Account",9,"Critical Account","Education",936,"500 <= ... < 1000 EU",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",52,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"129",279,"< 0 EU",6,"Critical Account","Radio/Television",1169,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Real Estate",67,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"130",280,">= 200 EU",18,"Existing Paid","Furniture/Equipment",3049,"< 100 EU","< 1 Year","< 20%","None","< 1 Year","Savings Agreement/Life Insurance",45,"Stores","Own","1","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"131",281,"No Account",18,"Existing Paid","Repairs",1943,"< 100 EU","< 1 Year","> 35%","None","> 7 Years","Real Estate",23,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"132",282,"0 <= ... < 200 EU",24,"Critical Account","Business",1935,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Real Estate",31,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Divorced/Separated/Married"
"133",283,"< 0 EU",48,"Existing Paid","Car(Used)",4788,"< 100 EU","4 <= ... < 7 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",26,"None","Own","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"134",284,"No Account",24,"Delay Paid","Business",2375,"500 <= ... < 1000 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",44,"None","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"135",285,"< 0 EU",45,"None Taken","Business",11816,"< 100 EU",">= 7 Years","20% - 25%","None","> 7 Years","Car or Other",29,"None","Rent","2 or 3","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"136",286,"No Account",12,"Critical Account","Radio/Television",618,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Real Estate",56,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"137",287,"No Account",6,"Existing Paid","Repairs",660,"500 <= ... < 1000 EU","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Real Estate",23,"None","Rent","1","Unskilled Resident","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"138",288,"0 <= ... < 200 EU",18,"Existing Paid","Car(Used)",12976,"< 100 EU","Unemployed","25% - 35%","None","> 7 Years","Unknown",38,"None","For Free","1","Highly Qualified","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"139",289,"No Account",12,"Existing Paid","Radio/Television",1493,"< 100 EU","< 1 Year","> 35%","None","4 - 7 Years","Car or Other",34,"None","Own","1","Skilled Official",">= 3","None","Yes","Good","Female","Divorced/Separated/Married"
"140",290,"0 <= ... < 200 EU",30,"Critical Account","Car(New)",4249,"< 100 EU","Unemployed","> 35%","None","1 - 4 Years","Car or Other",28,"None","Own","2 or 3","Highly Qualified","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"141",291,"0 <= ... < 200 EU",8,"Existing Paid","Radio/Television",760,"< 100 EU","4 <= ... < 7 Years","> 35%","Guarantor","1 - 4 Years","Real Estate",44,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"142",292,"No Account",36,"Critical Account","Radio/Television",9566,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",31,"Stores","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"143",293,"No Account",24,"Existing Paid","Car(Used)",2603,">= 1000 EU","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Car or Other",28,"None","Rent","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"144",294,"No Account",9,"Critical Account","Education",1244,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",41,"None","Rent","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"145",295,"No Account",36,"Delay Paid","Car(New)",10875,"< 100 EU",">= 7 Years","20% - 25%","None","1 - 4 Years","Car or Other",45,"None","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"146",296,"< 0 EU",18,"Critical Account","Car(New)",5302,"< 100 EU",">= 7 Years","20% - 25%","None","> 7 Years","Unknown",36,"None","For Free","4 or 5","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"147",297,"No Account",30,"Critical Account","Radio/Television",3077,"Unknown",">= 7 Years","25% - 35%","None","1 - 4 Years","Car or Other",40,"None","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"148",298,"No Account",6,"None Taken","Car(New)",1204,"100 <= ... < 500 EU","1 <= ... < 4 Years","> 35%","None","< 1 Year","Unknown",35,"Bank","Rent","1","Skilled Official","< 3","None","No","Good","Male","Single"
"149",299,"< 0 EU",30,"Critical Account","Car(Used)",6187,"100 <= ... < 500 EU","4 <= ... < 7 Years","< 20%","None","> 7 Years","Car or Other",24,"None","Rent","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"150",300,"No Account",6,"Critical Account","Radio/Television",1554,"< 100 EU","4 <= ... < 7 Years","< 20%","None","1 - 4 Years","Car or Other",24,"None","Rent","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"151",301,"0 <= ... < 200 EU",24,"Existing Paid","Radio/Television",3758,"500 <= ... < 1000 EU","Unemployed","< 20%","None","> 7 Years","Unknown",23,"None","Rent","1","Unemployed Non-resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"152",302,"0 <= ... < 200 EU",18,"Critical Account","Furniture/Equipment",7374,"< 100 EU","Unemployed","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",40,"Stores","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"153",303,"< 0 EU",10,"Critical Account","Car(New)",1038,"< 100 EU","4 <= ... < 7 Years","> 35%","Co-Applicant","4 - 7 Years","Savings Agreement/Life Insurance",49,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"154",304,"0 <= ... < 200 EU",9,"All Paid","Car(New)",1437,"100 <= ... < 500 EU","4 <= ... < 7 Years","20% - 25%","None","4 - 7 Years","Unknown",29,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"155",305,">= 200 EU",21,"Critical Account","Education",2319,"< 100 EU","< 1 Year","20% - 25%","None","< 1 Year","Car or Other",33,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"156",306,"No Account",21,"Existing Paid","Car(Used)",5248,"Unknown","1 <= ... < 4 Years","< 20%","None","4 - 7 Years","Car or Other",26,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"157",307,"No Account",18,"Existing Paid","Radio/Television",4594,"< 100 EU","< 1 Year","25% - 35%","None","1 - 4 Years","Car or Other",32,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"158",308,"< 0 EU",12,"Existing Paid","Radio/Television",2214,"< 100 EU","1 <= ... < 4 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",24,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"159",309,"No Account",15,"Critical Account","Radio/Television",1829,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",46,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"160",310,"0 <= ... < 200 EU",18,"None Taken","Car(New)",2278,"100 <= ... < 500 EU","< 1 Year","25% - 35%","None","4 - 7 Years","Car or Other",28,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"161",311,"< 0 EU",6,"Critical Account","Radio/Television",1957,"< 100 EU","4 <= ... < 7 Years","< 20%","None","> 7 Years","Car or Other",31,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"162",312,"No Account",36,"Existing Paid","Car(New)",909,"500 <= ... < 1000 EU",">= 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",36,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"163",313,"No Account",24,"Critical Account","Business",4139,"100 <= ... < 500 EU","1 <= ... < 4 Years","25% - 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",27,"None","Own","2 or 3","Unskilled Resident","< 3","Registered","Yes","Good","Male","Single"
"164",314,"< 0 EU",28,"Existing Paid","Car(New)",4006,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Car or Other",45,"None","Own","1","Unskilled Resident","< 3","None","Yes","Bad","Male","Single"
"165",315,"0 <= ... < 200 EU",18,"Critical Account","Furniture/Equipment",1928,"< 100 EU","< 1 Year","20% - 25%","None","1 - 4 Years","Real Estate",31,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Bad","Male","Single"
"166",316,"0 <= ... < 200 EU",36,"Existing Paid","Radio/Television",4795,"< 100 EU","< 1 Year","> 35%","None","< 1 Year","Unknown",30,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"167",317,"0 <= ... < 200 EU",18,"Existing Paid","Repairs",3872,"< 100 EU","Unemployed","20% - 25%","None","> 7 Years","Car or Other",67,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"168",318,"No Account",6,"Delay Paid","Business",1743,"100 <= ... < 500 EU","1 <= ... < 4 Years","< 20%","None","1 - 4 Years","Real Estate",34,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"169",319,"< 0 EU",15,"Existing Paid","Car(New)",1403,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Car or Other",28,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"170",320,"No Account",12,"Existing Paid","Furniture/Equipment",1768,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Real Estate",24,"None","Rent","1","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"171",321,"0 <= ... < 200 EU",9,"Existing Paid","Car(New)",1549,"Unknown","< 1 Year","> 35%","None","1 - 4 Years","Real Estate",35,"None","Own","1","Unemployed Non-resident","< 3","None","Yes","Good","Male","Single"
"172",322,"0 <= ... < 200 EU",18,"Delay Paid","Furniture/Equipment",4297,"< 100 EU",">= 7 Years","> 35%","None","4 - 7 Years","Unknown",40,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Divorced/Separated/Married"
"173",323,"0 <= ... < 200 EU",60,"Delay Paid","Radio/Television",9157,"Unknown","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Unknown",27,"None","For Free","1","Highly Qualified","< 3","None","Yes","Good","Male","Single"
"174",324,">= 200 EU",6,"Critical Account","Car(New)",1323,"100 <= ... < 500 EU",">= 7 Years","20% - 25%","None","> 7 Years","Car or Other",28,"None","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"175",325,"0 <= ... < 200 EU",6,"Existing Paid","Radio/Television",1068,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",28,"None","Own","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"176",326,"0 <= ... < 200 EU",18,"Existing Paid","Business",1941,">= 1000 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",35,"None","Own","1","Unskilled Resident","< 3","Registered","Yes","Good","Male","Single"
"177",327,"No Account",24,"Existing Paid","Car(Used)",5433,"Unknown","Unemployed","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",26,"None","Rent","1","Highly Qualified","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"178",328,"< 0 EU",12,"Existing Paid","Radio/Television",1498,"< 100 EU","1 <= ... < 4 Years","> 35%","None","< 1 Year","Car or Other",23,"Bank","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"179",329,"No Account",4,"Critical Account","Radio/Television",1503,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","< 1 Year","Real Estate",42,"None","Own","2 or 3","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"180",330,"No Account",24,"Existing Paid","Radio/Television",3430,"500 <= ... < 1000 EU",">= 7 Years","25% - 35%","None","1 - 4 Years","Car or Other",31,"None","Own","1","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"181",331,"0 <= ... < 200 EU",18,"Existing Paid","Furniture/Equipment",3001,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Real Estate",40,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"182",332,"0 <= ... < 200 EU",12,"Existing Paid","Radio/Television",1092,"< 100 EU","1 <= ... < 4 Years","> 35%","Guarantor","> 7 Years","Real Estate",49,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"183",333,"0 <= ... < 200 EU",6,"All Paid","Car(New)",931,"100 <= ... < 500 EU","< 1 Year","< 20%","None","< 1 Year","Savings Agreement/Life Insurance",32,"Stores","Own","1","Unskilled Resident","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"184",334,"0 <= ... < 200 EU",36,"Existing Paid","Car(New)",14318,"< 100 EU",">= 7 Years","> 35%","None","1 - 4 Years","Unknown",57,"None","For Free","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"185",335,"0 <= ... < 200 EU",48,"None Taken","Business",12204,"Unknown","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",48,"Bank","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"186",336,"0 <= ... < 200 EU",11,"Critical Account","Car(New)",1322,">= 1000 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Car or Other",40,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"187",337,"0 <= ... < 200 EU",36,"All Paid","Appliances",3990,"Unknown","< 1 Year","25% - 35%","None","1 - 4 Years","Unknown",29,"Bank","Own","1","Unemployed Non-resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"188",338,">= 200 EU",24,"Existing Paid","Car(New)",947,"< 100 EU","4 <= ... < 7 Years","> 35%","None","4 - 7 Years","Unknown",38,"Bank","For Free","1","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"189",339,"0 <= ... < 200 EU",24,"Delay Paid","Business",6967,"100 <= ... < 500 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Car or Other",36,"None","Rent","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"190",340,"< 0 EU",12,"Existing Paid","Furniture/Equipment",708,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Guarantor","4 - 7 Years","Savings Agreement/Life Insurance",38,"None","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
