Feature 1,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker,Sex,Marital.Status,ID,Creditability,Naive Bayes,Naive Bayes (Bad),Naive Bayes (Good)
792.0,0 <= ... < 200 EU,30.0,Existing Paid,Furniture/Equipment,3832.0,< 100 EU,< 1 Year,20% - 25%,None,< 1 Year,Savings Agreement/Life Insurance,22.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,942.0,Good,Bad,0.6033445821426654,0.39665541785733466
603.0,< 0 EU,60.0,Delay Paid,Business,6836.0,< 100 EU,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,63.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,753.0,Bad,Bad,0.7569060784369153,0.24309392156308463
795.0,< 0 EU,15.0,Existing Paid,Appliances,1275.0,Unknown,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,24.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,945.0,Bad,Bad,0.7695500620698255,0.23044993793017451
466.0,No Account,6.0,Existing Paid,Radio/Television,1346.0,100 <= ... < 500 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,42.0,Bank,For Free,1,Skilled Official,>= 3,Registered,Yes,Male,Single,616.0,Good,Good,0.11899428492687149,0.8810057150731285
279.0,>= 200 EU,10.0,Critical Account,Radio/Television,1347.0,Unknown,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,27.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,429.0,Good,Good,0.005908297344418849,0.9940917026555812
625.0,No Account,6.0,Critical Account,Radio/Television,1898.0,Unknown,1 <= ... < 4 Years,< 20%,None,1 - 4 Years,Real Estate,34.0,None,Own,2 or 3,Unskilled Resident,>= 3,None,Yes,Male,Single,775.0,Good,Good,0.0010802464913478508,0.9989197535086521
117.0,No Account,24.0,Existing Paid,Furniture/Equipment,3062.0,500 <= ... < 1000 EU,>= 7 Years,> 35%,None,4 - 7 Years,Unknown,32.0,None,Rent,1,Skilled Official,< 3,Registered,Yes,Male,Single,267.0,Good,Good,0.17257639548472917,0.8274236045152709
229.0,No Account,15.0,Critical Account,Car(Used),3368.0,>= 1000 EU,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,23.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,379.0,Good,Good,0.03758892355328768,0.9624110764467124
757.0,< 0 EU,48.0,Existing Paid,Car(New),7763.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Unknown,42.0,Bank,For Free,1,Highly Qualified,< 3,None,Yes,Male,Single,907.0,Bad,Bad,0.9773376382169902,0.022662361783009826
421.0,< 0 EU,12.0,Critical Account,Car(New),691.0,< 100 EU,>= 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,35.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,571.0,Bad,Good,0.3459174999432652,0.6540825000567349
435.0,< 0 EU,15.0,Critical Account,Furniture/Equipment,975.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,4 - 7 Years,Savings Agreement/Life Insurance,25.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,585.0,Good,Good,0.41825192073133916,0.5817480792686608
275.0,0 <= ... < 200 EU,6.0,Existing Paid,Repairs,454.0,< 100 EU,< 1 Year,25% - 35%,None,< 1 Year,Savings Agreement/Life Insurance,22.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Male,Divorced/Separated/Married,425.0,Good,Good,0.3100840201607567,0.6899159798392432
319.0,No Account,30.0,Existing Paid,Car(Used),4811.0,Unknown,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Savings Agreement/Life Insurance,24.0,Stores,Rent,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,469.0,Good,Good,0.30214506567924904,0.6978549343207511
552.0,0 <= ... < 200 EU,48.0,None Taken,Business,3844.0,100 <= ... < 500 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Unknown,34.0,None,For Free,1,Unskilled Resident,>= 3,None,Yes,Male,Single,702.0,Bad,Bad,0.9331402521585347,0.0668597478414653
145.0,No Account,36.0,Delay Paid,Car(New),10875.0,< 100 EU,>= 7 Years,20% - 25%,None,1 - 4 Years,Car or Other,45.0,None,Own,2 or 3,Skilled Official,>= 3,Registered,Yes,Male,Single,295.0,Good,Good,0.20726334468534582,0.7927366553146541
649.0,No Account,24.0,Existing Paid,Business,1258.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Real Estate,25.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,799.0,Good,Good,0.034488966916215676,0.9655110330837843
736.0,0 <= ... < 200 EU,18.0,Existing Paid,Furniture/Equipment,1924.0,Unknown,< 1 Year,> 35%,None,4 - 7 Years,Real Estate,27.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,886.0,Bad,Good,0.443696908409804,0.556303091590196
727.0,< 0 EU,36.0,Existing Paid,Car(New),1842.0,< 100 EU,< 1 Year,> 35%,None,> 7 Years,Car or Other,34.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,877.0,Bad,Bad,0.7677003350419092,0.2322996649580907
586.0,No Account,12.0,Critical Account,Car(New),1495.0,< 100 EU,>= 7 Years,> 35%,None,< 1 Year,Real Estate,38.0,None,Own,2 or 3,Unskilled Resident,>= 3,None,Yes,Male,Single,736.0,Good,Good,0.019091208137472837,0.9809087918625271
370.0,No Account,12.0,Critical Account,Radio/Television,1934.0,< 100 EU,>= 7 Years,20% - 25%,None,1 - 4 Years,Unknown,26.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,520.0,Good,Good,0.038548800056531815,0.9614511999434682
269.0,< 0 EU,42.0,Critical Account,Repairs,3394.0,< 100 EU,Unemployed,> 35%,Co-Applicant,> 7 Years,Car or Other,65.0,None,Own,2 or 3,Unemployed Non-resident,< 3,None,Yes,Male,Single,419.0,Good,Bad,0.7248758585459338,0.27512414145406616
568.0,0 <= ... < 200 EU,48.0,Delay Paid,Other,7582.0,100 <= ... < 500 EU,Unemployed,20% - 25%,None,> 7 Years,Unknown,31.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,718.0,Good,Bad,0.8680244495169266,0.13197555048307344
308.0,No Account,48.0,Critical Account,Business,7629.0,Unknown,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,46.0,Bank,Own,2 or 3,Highly Qualified,>= 3,None,Yes,Male,Divorced/Separated/Married,458.0,Good,Good,0.32572124325541624,0.6742787567445838
311.0,< 0 EU,24.0,All Paid,Furniture/Equipment,2828.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,22.0,Stores,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,461.0,Good,Bad,0.5455543038982488,0.4544456961017512
452.0,No Account,15.0,Existing Paid,Car(Used),3812.0,100 <= ... < 500 EU,< 1 Year,< 20%,None,> 7 Years,Car or Other,23.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,602.0,Good,Good,0.11480500439777364,0.8851949956022264
47.0,0 <= ... < 200 EU,14.0,Existing Paid,Business,1410.0,500 <= ... < 1000 EU,>= 7 Years,< 20%,None,1 - 4 Years,Real Estate,35.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,197.0,Good,Good,0.05061877302334342,0.9493812269766565
350.0,< 0 EU,18.0,Existing Paid,Furniture/Equipment,4153.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,Co-Applicant,4 - 7 Years,Car or Other,42.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,500.0,Bad,Bad,0.6875459624262856,0.3124540375737144
372.0,< 0 EU,18.0,Critical Account,Car(New),3966.0,< 100 EU,>= 7 Years,< 20%,None,> 7 Years,Real Estate,33.0,Bank,Rent,4 or 5,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,522.0,Bad,Bad,0.6040254603729388,0.3959745396270611
524.0,< 0 EU,12.0,Existing Paid,Furniture/Equipment,2578.0,< 100 EU,Unemployed,25% - 35%,None,> 7 Years,Unknown,55.0,None,For Free,1,Highly Qualified,< 3,None,Yes,Female,Divorced/Separated/Married,674.0,Good,Bad,0.9280115217101954,0.07198847828980459
262.0,< 0 EU,48.0,Existing Paid,Education,7476.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Unknown,50.0,None,For Free,1,Highly Qualified,< 3,Registered,Yes,Male,Single,412.0,Good,Bad,0.9372800343626354,0.06271996563736451
196.0,0 <= ... < 200 EU,12.0,Existing Paid,Furniture/Equipment,1922.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,37.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Male,Single,346.0,Bad,Good,0.25162864338397556,0.7483713566160244
800.0,0 <= ... < 200 EU,15.0,Critical Account,Radio/Television,2728.0,Unknown,4 <= ... < 7 Years,> 35%,Guarantor,1 - 4 Years,Real Estate,35.0,Bank,Own,4 or 5,Skilled Official,< 3,Registered,Yes,Male,Single,950.0,Good,Good,0.009626108431004036,0.990373891568996
673.0,No Account,12.0,Existing Paid,Business,1542.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Car or Other,36.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,823.0,Good,Good,0.02829147739425478,0.9717085226057453
108.0,No Account,12.0,Critical Account,Radio/Television,1291.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,35.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,258.0,Good,Good,0.031463123437561455,0.9685368765624385
60.0,No Account,24.0,Existing Paid,Radio/Television,1376.0,500 <= ... < 1000 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Car or Other,28.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,210.0,Good,Good,0.024820694367829858,0.9751793056321701
600.0,No Account,30.0,Critical Account,Radio/Television,6742.0,Unknown,4 <= ... < 7 Years,20% - 25%,None,4 - 7 Years,Savings Agreement/Life Insurance,36.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,750.0,Good,Good,0.018735682746106114,0.9812643172538938
440.0,< 0 EU,14.0,Existing Paid,Car(New),8978.0,< 100 EU,>= 7 Years,< 20%,None,> 7 Years,Savings Agreement/Life Insurance,45.0,None,Own,1,Highly Qualified,< 3,Registered,No,Male,Divorced/Separated/Married,590.0,Bad,Bad,0.5528198106740778,0.44718018932592213
101.0,0 <= ... < 200 EU,42.0,All Paid,Car(Used),9283.0,< 100 EU,Unemployed,< 20%,None,1 - 4 Years,Unknown,55.0,Bank,For Free,1,Highly Qualified,< 3,Registered,Yes,Male,Single,251.0,Good,Bad,0.9648527987916456,0.035147201208354434
478.0,No Account,24.0,Existing Paid,Radio/Television,1552.0,< 100 EU,4 <= ... < 7 Years,25% - 35%,None,< 1 Year,Car or Other,32.0,Bank,Own,1,Skilled Official,>= 3,None,Yes,Male,Single,628.0,Good,Good,0.11895429640542578,0.8810457035945742
719.0,0 <= ... < 200 EU,36.0,Delay Paid,Car(New),2862.0,100 <= ... < 500 EU,>= 7 Years,> 35%,None,4 - 7 Years,Unknown,30.0,None,For Free,1,Skilled Official,< 3,None,Yes,Male,Single,869.0,Good,Bad,0.7916369597591535,0.2083630402408466
584.0,< 0 EU,6.0,Critical Account,Car(New),666.0,>= 1000 EU,4 <= ... < 7 Years,25% - 35%,None,> 7 Years,Real Estate,39.0,None,Own,2 or 3,Unskilled Resident,< 3,Registered,Yes,Female,Divorced/Separated/Married,734.0,Good,Good,0.0461977543841284,0.9538022456158717
738.0,No Account,39.0,Existing Paid,Car(Used),2569.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,24.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,888.0,Good,Good,0.050373277758794154,0.9496267222412059
180.0,No Account,24.0,Existing Paid,Radio/Television,3430.0,500 <= ... < 1000 EU,>= 7 Years,25% - 35%,None,1 - 4 Years,Car or Other,31.0,None,Own,1,Skilled Official,>= 3,Registered,Yes,Male,Single,330.0,Good,Good,0.026811797966896624,0.9731882020331034
305.0,No Account,36.0,Delay Paid,Radio/Television,4454.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,34.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,455.0,Good,Good,0.13664007258820998,0.8633599274117901
430.0,>= 200 EU,15.0,Critical Account,Car(Used),2360.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,36.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,580.0,Good,Good,0.01415167154302914,0.9858483284569708
508.0,No Account,18.0,Delay Paid,Radio/Television,2320.0,< 100 EU,Unemployed,20% - 25%,None,4 - 7 Years,Real Estate,34.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,658.0,Good,Good,0.04124553171500509,0.9587544682849949
771.0,< 0 EU,36.0,Existing Paid,Furniture/Equipment,3620.0,< 100 EU,1 <= ... < 4 Years,< 20%,Guarantor,1 - 4 Years,Savings Agreement/Life Insurance,37.0,None,Own,1,Skilled Official,>= 3,None,Yes,Male,Single,921.0,Good,Good,0.42829216083444455,0.5717078391655553
150.0,No Account,6.0,Critical Account,Radio/Television,1554.0,< 100 EU,4 <= ... < 7 Years,< 20%,None,1 - 4 Years,Car or Other,24.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,300.0,Good,Good,0.02025082968725148,0.9797491703127486
125.0,>= 200 EU,24.0,Existing Paid,Furniture/Equipment,2892.0,< 100 EU,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,51.0,None,For Free,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,275.0,Good,Bad,0.5764759140399477,0.42352408596005237
635.0,< 0 EU,12.0,Existing Paid,Appliances,741.0,100 <= ... < 500 EU,Unemployed,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,22.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,785.0,Bad,Bad,0.8147008004571976,0.1852991995428024
698.0,< 0 EU,12.0,Critical Account,Car(New),4843.0,< 100 EU,>= 7 Years,25% - 35%,Co-Applicant,> 7 Years,Savings Agreement/Life Insurance,43.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,848.0,Bad,Bad,0.7198695369732762,0.28013046302672384
186.0,0 <= ... < 200 EU,11.0,Critical Account,Car(New),1322.0,>= 1000 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,40.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,336.0,Good,Good,0.08603792931180033,0.9139620706881997
542.0,>= 200 EU,15.0,Existing Paid,Radio/Television,2327.0,< 100 EU,< 1 Year,20% - 25%,None,4 - 7 Years,Real Estate,25.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,692.0,Bad,Good,0.2121082699596261,0.7878917300403739
51.0,0 <= ... < 200 EU,60.0,Delay Paid,Radio/Television,7418.0,Unknown,1 <= ... < 4 Years,< 20%,None,< 1 Year,Real Estate,27.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Male,Single,201.0,Good,Good,0.08119474716811888,0.9188052528318811
488.0,< 0 EU,30.0,Existing Paid,Furniture/Equipment,6350.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,31.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,638.0,Bad,Bad,0.6506289607235698,0.34937103927643015
790.0,< 0 EU,24.0,All Paid,Car(New),1193.0,< 100 EU,Unemployed,< 20%,Co-Applicant,> 7 Years,Unknown,29.0,None,Rent,2 or 3,Unemployed Non-resident,< 3,None,Yes,Female,Divorced/Separated/Married,940.0,Bad,Bad,0.9914916463114151,0.008508353688584939
486.0,No Account,24.0,Delay Paid,Business,2978.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,32.0,None,Own,2 or 3,Skilled Official,>= 3,Registered,Yes,Male,Single,636.0,Good,Good,0.040163398124936134,0.9598366018750639
322.0,0 <= ... < 200 EU,60.0,Existing Paid,Education,6288.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,42.0,None,For Free,1,Skilled Official,< 3,None,Yes,Male,Single,472.0,Bad,Bad,0.9561468557362462,0.043853144263753745
354.0,0 <= ... < 200 EU,24.0,Existing Paid,Radio/Television,2896.0,100 <= ... < 500 EU,< 1 Year,20% - 25%,None,< 1 Year,Car or Other,29.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,504.0,Good,Good,0.23115449656946419,0.7688455034305358
740.0,No Account,10.0,Existing Paid,Radio/Television,1924.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,> 7 Years,Savings Agreement/Life Insurance,38.0,None,Own,1,Skilled Official,< 3,Registered,No,Male,Single,890.0,Good,Good,0.004187601865247506,0.9958123981347525
143.0,No Account,24.0,Existing Paid,Car(Used),2603.0,>= 1000 EU,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,28.0,None,Rent,1,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,293.0,Good,Good,0.0627526744499266,0.9372473255500735
371.0,< 0 EU,24.0,Existing Paid,Furniture/Equipment,4169.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,28.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,521.0,Good,Bad,0.7312638388485612,0.2687361611514388
142.0,No Account,36.0,Critical Account,Radio/Television,9566.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,31.0,Stores,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,292.0,Good,Good,0.16826340224099173,0.8317365977590083
400.0,No Account,14.0,Delay Paid,Car(New),802.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,27.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Single,550.0,Good,Good,0.12049739319718035,0.8795026068028197
264.0,No Account,24.0,Existing Paid,Radio/Television,1901.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,29.0,None,Rent,1,Highly Qualified,< 3,Registered,Yes,Male,Single,414.0,Good,Good,0.12046010921183971,0.8795398907881603
321.0,No Account,21.0,Existing Paid,Radio/Television,3160.0,Unknown,>= 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,41.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,471.0,Good,Good,0.02360581775415318,0.9763941822458467
20.0,0 <= ... < 200 EU,18.0,Critical Account,Radio/Television,1795.0,< 100 EU,>= 7 Years,25% - 35%,Guarantor,> 7 Years,Real Estate,48.0,Bank,Rent,2 or 3,Unskilled Resident,< 3,Registered,Yes,Female,Divorced/Separated/Married,170.0,Good,Good,0.17718284210259566,0.8228171578974044
173.0,0 <= ... < 200 EU,60.0,Delay Paid,Radio/Television,9157.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Unknown,27.0,None,For Free,1,Highly Qualified,< 3,None,Yes,Male,Single,323.0,Good,Bad,0.6305599585835964,0.36944004141640363
654.0,No Account,18.0,Critical Account,Radio/Television,6070.0,< 100 EU,>= 7 Years,25% - 35%,None,> 7 Years,Car or Other,33.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,804.0,Good,Good,0.030565066694043155,0.9694349333059569
313.0,>= 200 EU,12.0,Existing Paid,Radio/Television,3016.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,< 1 Year,Car or Other,24.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,463.0,Good,Good,0.13328127373795928,0.8667187262620408
391.0,No Account,6.0,Existing Paid,Furniture/Equipment,4611.0,< 100 EU,< 1 Year,< 20%,None,> 7 Years,Savings Agreement/Life Insurance,32.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,541.0,Bad,Good,0.24341557713589257,0.7565844228641074
746.0,No Account,12.0,Critical Account,Radio/Television,522.0,500 <= ... < 1000 EU,>= 7 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,42.0,None,Own,2 or 3,Skilled Official,>= 3,Registered,Yes,Male,Single,896.0,Good,Good,0.007815244379093391,0.9921847556209067
13.0,0 <= ... < 200 EU,6.0,Existing Paid,Radio/Television,2063.0,< 100 EU,< 1 Year,> 35%,None,4 - 7 Years,Car or Other,30.0,None,Rent,1,Highly Qualified,< 3,Registered,Yes,Male,Divorced/Separated/Married,163.0,Good,Good,0.333971363020981,0.6660286369790189
408.0,No Account,24.0,Critical Account,Radio/Television,2684.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,35.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Single,558.0,Good,Good,0.015190272998798328,0.9848097270012016
409.0,< 0 EU,9.0,Existing Paid,Car(New),1422.0,< 100 EU,< 1 Year,25% - 35%,None,1 - 4 Years,Unknown,27.0,None,For Free,1,Highly Qualified,< 3,Registered,Yes,Male,Single,559.0,Bad,Bad,0.8013314151551022,0.19866858484489777
306.0,< 0 EU,24.0,All Paid,Furniture/Equipment,3552.0,< 100 EU,4 <= ... < 7 Years,25% - 35%,None,> 7 Years,Car or Other,27.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Male,Single,456.0,Bad,Bad,0.8696246678656806,0.1303753321343194
355.0,No Account,18.0,All Paid,Car(New),6458.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,39.0,Bank,Own,2 or 3,Highly Qualified,>= 3,Registered,Yes,Male,Single,505.0,Bad,Bad,0.8496260577530178,0.1503739422469822
26.0,No Account,12.0,Critical Account,Radio/Television,930.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Real Estate,65.0,None,Own,Above 6,Skilled Official,< 3,None,Yes,Male,Single,176.0,Good,Good,0.007293617236335555,0.9927063827636645
598.0,0 <= ... < 200 EU,9.0,Critical Account,Education,1501.0,< 100 EU,>= 7 Years,20% - 25%,None,4 - 7 Years,Car or Other,34.0,None,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Female,Divorced/Separated/Married,748.0,Bad,Good,0.1615738777585077,0.8384261222414923
170.0,No Account,12.0,Existing Paid,Furniture/Equipment,1768.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Real Estate,24.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Male,Single,320.0,Good,Good,0.0742839426555992,0.9257160573444008
39.0,No Account,24.0,Delay Paid,Car(New),717.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Car or Other,54.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,189.0,Good,Good,0.04538131577848217,0.9546186842215179
176.0,0 <= ... < 200 EU,18.0,Existing Paid,Business,1941.0,>= 1000 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,35.0,None,Own,1,Unskilled Resident,< 3,Registered,Yes,Male,Single,326.0,Good,Good,0.1350765112236153,0.8649234887763847
246.0,< 0 EU,24.0,None Taken,Furniture/Equipment,4110.0,< 100 EU,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,23.0,Bank,Rent,2 or 3,Skilled Official,>= 3,None,Yes,Male,Single,396.0,Bad,Bad,0.9823214014278107,0.01767859857218931
299.0,No Account,24.0,Existing Paid,Radio/Television,1311.0,100 <= ... < 500 EU,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,449.0,Good,Good,0.07075521492012023,0.9292447850798798
669.0,No Account,18.0,Critical Account,Car(New),2775.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,1 - 4 Years,Savings Agreement/Life Insurance,31.0,Bank,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,819.0,Bad,Good,0.09972928210671152,0.9002707178932885
417.0,>= 200 EU,6.0,Critical Account,Car(New),1343.0,< 100 EU,>= 7 Years,< 20%,None,> 7 Years,Real Estate,46.0,None,Own,2 or 3,Skilled Official,>= 3,None,No,Male,Single,567.0,Good,Good,0.016026577229940896,0.9839734227700591
549.0,< 0 EU,6.0,Existing Paid,Car(New),14896.0,< 100 EU,>= 7 Years,< 20%,None,> 7 Years,Unknown,68.0,Bank,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,699.0,Bad,Bad,0.8132924533138248,0.18670754668617517
273.0,0 <= ... < 200 EU,24.0,Existing Paid,Car(New),1201.0,< 100 EU,< 1 Year,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,423.0,Good,Bad,0.667548285522569,0.33245171447743094
612.0,< 0 EU,15.0,Critical Account,Furniture/Equipment,1478.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,44.0,None,Own,2 or 3,Skilled Official,>= 3,Registered,Yes,Male,Single,762.0,Good,Good,0.15016238315367883,0.8498376168463211
155.0,>= 200 EU,21.0,Critical Account,Education,2319.0,< 100 EU,< 1 Year,20% - 25%,None,< 1 Year,Car or Other,33.0,None,Rent,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,305.0,Bad,Good,0.37057611941590346,0.6294238805840965
127.0,No Account,10.0,Existing Paid,Education,727.0,500 <= ... < 1000 EU,>= 7 Years,> 35%,None,> 7 Years,Unknown,46.0,None,For Free,1,Skilled Official,< 3,Registered,Yes,Male,Single,277.0,Good,Good,0.09507497129594528,0.9049250287040547
450.0,< 0 EU,24.0,Existing Paid,Furniture/Equipment,3234.0,< 100 EU,< 1 Year,> 35%,None,> 7 Years,Real Estate,23.0,None,Rent,1,Unskilled Resident,< 3,Registered,Yes,Female,Divorced/Separated/Married,600.0,Bad,Bad,0.8271193028274026,0.17288069717259733
572.0,0 <= ... < 200 EU,48.0,All Paid,Business,6416.0,< 100 EU,>= 7 Years,> 35%,None,4 - 7 Years,Unknown,59.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,722.0,Bad,Bad,0.9893063023588977,0.010693697641102234
342.0,0 <= ... < 200 EU,48.0,All Paid,Car(New),12169.0,Unknown,Unemployed,> 35%,Co-Applicant,> 7 Years,Unknown,36.0,None,For Free,1,Highly Qualified,< 3,Registered,Yes,Male,Single,492.0,Good,Bad,0.9841517003087494,0.01584829969125047
431.0,>= 200 EU,12.0,Existing Paid,Radio/Television,3399.0,Unknown,>= 7 Years,20% - 25%,None,4 - 7 Years,Car or Other,37.0,None,Own,1,Highly Qualified,< 3,None,Yes,Male,Single,581.0,Good,Good,0.053584668713085044,0.9464153312869149
